posx,posz,time
2.0,2.0,19703
2.0,2.0,19754
2.2757578,2.2757578,19787
2.643435,2.643435,19828
2.9191928,2.9191928,19879
3.1949506,3.1949506,19934
3.4707084,3.4707084,19988
3.654547,3.654547,20726
3.654547,3.654547,20780
3.654547,3.654547,20841
3.654547,3.654547,20896
3.2645667,3.654547,20936
3.081215,3.3103566,20988
2.9589806,3.0808964,21040
2.6973283,2.7917204,21092
2.4356759,2.5025442,21142
2.1740236,2.213368,21193
1.9995887,2.0205839,21240
1.7261941,1.7424829,21290
1.4527996,1.4643819,21341
1.179405,1.1862808,21381
0.997142,1.0008801,21921
0.997142,1.0008801,21959
0.997142,1.0008801,33412
0.997142,1.0008801,33468
1.3871225,1.0008801,33501
1.0206424,0.86754924,33553
0.9891735,1.256258,33605
0.95770454,1.6449667,33653
0.9262356,2.0336754,33704
0.89476675,2.4223843,33756
0.8632978,2.811093,33803
0.8318289,3.1998017,33843
0.8200081,3.588224,33894
1.030176,3.9167268,33947
1.2403439,4.2452297,33999
1.4505119,4.573733,34049
1.6606798,4.902236,34095
1.8993846,5.2106266,34147
2.1380894,5.519017,34198
2.3767943,5.827408,34243
2.6154993,6.1357985,34294
2.8567736,6.442174,34346
3.0993328,6.7475424,34397
3.3418922,7.052911,34450
3.5844514,7.3582788,34500
3.608353,7.747526,34551
3.6322546,8.136773,34604
3.8271,8.433362,34646
3.8287299,8.823339,34696
3.8303597,9.213316,34747
3.8319895,9.603293,34799
3.8336194,9.99327,34848
3.8352492,10.383247,34898
3.836879,10.773225,34952
3.8385088,11.163201,35003
3.839052,11.293194,35048
3.839052,11.293194,35094
3.839052,11.293194,35870
3.839052,11.293194,35925
3.839052,11.683174,35968
3.8391526,12.073154,36014
3.8392532,12.463136,36057
3.8393536,12.853116,36108
3.8394542,13.243096,36160
3.8395548,13.633077,36214
3.8396552,14.023057,36266
3.8397558,14.413037,36317
3.8398564,14.803019,36370
3.8399234,15.063005,36422
3.908917,15.446834,36466
3.9779105,15.830663,36516
4.046904,16.214493,36569
4.1158977,16.59832,36619
4.1848907,16.98215,36666
4.1980906,17.371906,36717
4.178791,17.747707,36770
4.179994,18.136957,36813
4.179994,18.525099,36866
4.179994,18.910475,36908
4.179994,19.296427,36960
4.187058,19.620459,37010
4.449504,19.895666,37061
4.7410827,20.154636,37113
5.0326614,20.413609,37166
5.0326614,20.413609,37217
5.0326614,20.413609,37262
5.0326614,20.80359,37308
5.417048,20.811268,37362
5.799463,20.82868,37414
6.1891813,20.820004,37462
6.5787764,20.820004,37512
6.967988,20.820004,37564
7.3557,20.820004,37613
7.483524,20.820004,37662
7.483524,20.820004,37704
7.6682444,21.16346,37755
7.7914405,21.53347,37807
7.914637,21.90348,37858
8.015829,22.280104,37910
8.117021,22.656727,37961
8.16025,23.044304,38012
8.179989,23.302689,38065
8.190993,23.630655,38109
8.190993,23.630655,38878
8.190993,23.630655,38930
8.190993,23.630655,38985
8.190993,23.890642,39035
8.45046,24.004202,39080
8.969395,23.971336,39132
9.358595,23.946688,39179
9.746762,23.979992,39222
10.641083,23.979992,39965
10.641083,23.979992,40010
10.641083,23.979992,40063
11.031063,23.979992,40102
11.266333,24.05625,40151
11.574968,24.179941,40194
11.746004,24.281225,40245
11.820586,24.611818,40292
11.820009,24.99886,40346
11.820009,24.99886,40391
11.820009,24.99886,40449
12.20999,24.99886,40489
12.598637,25.031078,40531
12.987284,25.063297,40582
13.375931,25.095516,40631
13.764579,25.127735,40682
14.153226,25.159956,40733
14.541857,25.179993,40777
14.929044,25.179993,40828
15.318945,25.179998,40873
15.70883,25.179998,40922
16.098692,25.179998,40973
16.488514,25.179998,41026
17.008194,25.179998,41078
17.397875,25.179998,41130
17.787405,25.179998,41175
18.176613,25.179998,41223
18.564974,25.179998,41274
18.949518,25.179998,41325
19.338938,25.179998,41378
19.727884,25.179998,41424
20.115341,25.179998,41477
20.446981,25.018232,41530
20.859127,24.701237,41572
21.169355,24.464926,41622
21.479584,24.228615,41673
21.789814,23.992304,41723
22.100042,23.755993,41774
22.41027,23.519682,41827
22.7205,23.283371,41877
22.82391,23.204601,41930
22.82391,23.204601,41975
22.846798,23.593908,42028
22.869688,23.983217,42080
22.892576,24.372526,42130
22.99176,26.059528,56387
22.99176,26.059528,56432
23.01465,26.448835,56476
22.664215,26.27772,56517
22.19697,26.049564,56557
21.846537,25.878447,56598
21.496103,25.70733,56638
21.145668,25.536215,56679
20.795235,25.365099,56724
20.627499,25.192818,56769
20.248138,25.179993,56812
19.859688,25.179993,56859
19.474606,25.179993,56899
18.954754,25.179998,56918
18.564884,25.179998,56941
18.045122,25.179998,56957
17.525454,25.179998,56974
17.00594,25.179998,56992
16.718634,25.179998,57010
16.718634,25.179998,57028
16.718634,25.179998,57048
16.718634,25.179998,57067
16.718634,25.179998,57089
16.718634,25.179998,57121
16.718634,25.179998,57155
16.718634,25.179998,57194
16.718634,25.179998,57237
16.718634,25.179998,57280
16.718634,25.179998,57328
16.718634,25.179998,57374
16.718634,25.179998,57421
16.718634,25.179998,57466
16.718634,25.179998,57512
16.718634,25.179998,57561
16.718634,25.179998,57604
16.718634,25.179998,57649
16.718634,25.179998,57695
16.718634,25.179998,57741
16.718634,25.179998,57782
16.718634,25.179998,57829
16.718634,25.179998,57866
16.718634,25.179998,57902
16.718634,25.179998,57947
16.718634,25.179998,57993
16.718634,25.179998,58028
16.718634,25.179998,58068
16.718634,25.179998,58112
16.718634,25.179998,58161
16.718634,25.179998,58212
16.718634,25.179998,58261
16.718634,25.179998,58310
16.718634,25.179998,58361
16.718634,25.179998,58409
16.718634,25.179998,58459
16.718634,25.179998,58510
16.718634,25.179998,58559
16.718634,25.179998,58604
16.718634,25.179998,58624
16.718634,25.179998,58647
16.718634,25.179998,58672
16.718634,25.179998,58703
16.718634,25.179998,58739
16.718634,25.179998,58765
16.718634,25.179998,58804
16.718634,25.179998,58844
16.718634,25.179998,58884
16.718634,25.179998,58928
16.718634,25.179998,58966
16.718634,25.179998,59009
16.718634,25.179998,59050
16.718634,25.179998,59093
16.718634,25.179998,59133
16.718634,25.179998,59168
16.718634,25.179998,59193
16.718634,25.179998,59231
16.718634,25.179998,59268
16.718634,25.179998,59293
16.718634,25.179998,59335
16.718634,25.179998,59368
16.718634,25.179998,59399
16.718634,25.179998,59436
16.718634,25.179998,59470
16.718634,25.179998,59502
16.718634,25.179998,59523
16.718634,25.179998,59553
16.718634,25.179998,59583
16.718634,25.179998,59615
16.718634,25.179998,59646
16.718634,25.179998,59672
16.718634,25.179998,59703
16.718634,25.179998,59728
16.718634,25.179998,59752
16.718634,25.179998,59775
16.718634,25.179998,59815
16.718634,25.179998,59848
16.718634,25.179998,59870
16.718634,25.179998,59898
16.718634,25.179998,59926
16.718634,25.179998,59963
16.718634,25.179998,59997
16.718634,25.179998,60042
16.718634,25.179998,60082
16.718634,25.179998,60589
16.964056,25.0942,60627
17.454899,24.9226,60660
17.152319,24.67657,60693
16.84974,24.43054,61241
16.84974,24.43054,61287
16.84974,24.43054,61345
16.459759,24.43054,61387
15.939888,24.439508,61417
15.550009,24.448378,61448
15.030169,24.460203,61483
14.640289,24.469072,61523
14.120425,24.464306,61555
13.730514,24.456987,61595
13.340602,24.449669,61623
12.95069,24.442348,61660
12.430807,24.43259,61700
12.040895,24.42527,61743
