posx,posz,time
2.0,1.0,97
2.0,1.0,629
1.6462842,1.1642251,672
1.354041,1.2016577,704
1.163507,1.4760324,756
1.0518965,1.8497005,799
0.94028586,2.2233686,843
0.8658788,2.4724808,887
0.8658788,2.4724808,1083
0.8658788,2.4724808,1085
0.8658788,2.4724808,1087
0.8658788,2.4724808,1089
1.2145765,2.647108,1093
1.6152021,2.904867,1098
2.0933998,3.0799608,1103
2.5963926,3.0799901,1130
2.9823127,3.1008132,1156
3.495572,3.1799839,1186
3.8519075,3.0215228,1214
4.208243,2.8630617,1239
4.5971274,2.8338444,1261
4.9859324,2.8200073,1280
5.3721576,2.8200076,1299
5.580988,2.8200076,1318
5.849565,2.5838497,1335
6.0897784,2.2766328,1362
6.3299923,1.9694159,1390
6.570206,1.662199,1422
6.8104196,1.3549823,1451
7.0506334,1.0477654,1477
7.1307044,0.94535977,1494
7.1307044,0.94535977,1515
7.1584206,1.334354,1533
7.179993,1.7233484,1550
7.179993,2.2407725,1566
7.179993,2.496601,1583
7.179993,2.8852248,1598
7.179993,3.2712529,1616
7.179993,3.5913887,1633
7.3582487,3.8009782,1651
7.735699,3.8200047,1670
8.254521,3.8200047,1689
8.587937,3.8200047,1709
8.793429,3.65794,1732
8.855644,3.2776048,1754
8.896062,2.8897245,1883
8.896062,2.8897245,1912
8.822691,3.2727406,1942
8.819809,3.599494,1964
8.678371,3.7791066,1986
8.314572,3.820005,2006
7.9259877,3.820005,2025
7.66725,3.8200052,2043
7.448943,3.8200052,2061
7.0694604,3.7301292,2079
6.6899776,3.6402535,2097
6.310495,3.5503778,2113
6.057506,3.4904606,2132
5.8272686,3.3696969,2151
5.653208,3.2056758,2169
5.280451,3.1796727,2188
4.8908877,3.1799958,2205
4.5017657,3.1799958,2225
4.114551,3.1799958,2246
3.9246306,2.839386,2271
3.9595072,2.450968,2297
3.982758,2.1920228,2593
3.982758,2.1920228,2614
3.982758,2.1920228,2870
3.9225492,2.3072324,2897
3.8132677,2.6199703,2926
3.6674,2.7856717,2950
3.3000472,2.8200035,2978
1.8750817,2.8200033,3277
1.8750817,2.8200033,3302
1.746307,2.8200033,3327
1.4250635,2.8200033,3353
1.2686762,2.7324717,3379
1.179992,2.4199378,3405
1.179992,1.9029317,3433
1.179992,1.6484029,3460
1.179992,1.6484029,3487
1.179992,2.036355,3518
1.179992,2.2926068,3547
1.1833621,2.6040282,3577
1.4298189,2.8261971,3611
1.7885332,2.9791965,3635
2.1471043,3.0799608,3662
2.5350306,3.0799906,3687
2.9213662,3.0996265,3713
3.4353738,3.1781704,3737
3.7954097,3.0283074,3759
4.1554456,2.8784442,3780
4.544085,2.8461308,3801
4.9327245,2.8200083,3822
5.319764,2.8200083,3842
5.6371484,2.8049946,3864
5.894825,2.5281408,3886
6.214487,2.1180334,3907
6.454601,1.8107387,3926
6.694715,1.503444,3946
6.9348288,1.1961492,3967
7.094905,0.9912861,3988
7.094905,0.9912861,4008
7.094905,0.9912861,4028
7.094905,1.3812666,4052
7.146019,1.8978764,4083
7.179987,2.2836714,4112
7.179994,2.6727471,4139
7.179994,3.060676,4168
7.179994,3.316858,4187
7.193123,3.6331265,4204
7.419014,3.8231115,4222
7.7629337,3.8200037,4239
8.152205,3.8200037,4257
8.510679,3.8200037,4275
8.751262,3.7165368,4293
8.855537,3.23101,4313
8.884703,2.972664,4333
9.076889,3.3120008,4351
9.140951,3.4251127,4371
9.140951,3.4251127,4451
9.140951,3.4251127,4476
9.140951,3.8150933,4498
8.881472,3.79886,4520
8.511626,3.841329,4539
8.122703,3.8200073,4565
7.73386,3.8200057,4595
7.408591,3.8200057,4624
7.1559343,3.7587025,4651
6.650622,3.636096,4675
6.271638,3.544141,4691
6.0189815,3.482838,4709
5.7914834,3.3569894,4728
5.609096,3.1851308,4745
5.223372,3.1799958,4764
4.70409,3.1799958,4788
4.0584307,3.1799958,5085
4.0584307,3.1799958,5111
4.448043,3.1799963,5139
4.837302,3.1799963,5166
5.225254,3.1799963,5193
5.5584283,3.1799963,5222
5.750384,3.284886,5242
5.82002,3.6156104,5263
5.82002,3.6156104,5283
5.82002,3.6156104,5303
6.2100005,3.6156104,5322
6.599938,3.6098132,5339
6.9898753,3.6040158,5356
7.232014,3.6986845,5372
7.403293,3.81929,5388
7.66158,3.8208938,5404
8.051026,3.8200045,5421
8.309996,3.8200045,5439
8.535261,3.8200045,5459
8.630071,3.7954433,5478
8.79909,3.6439514,5498
8.823972,3.267574,5519
8.820003,2.8777277,5539
8.820003,2.4879315,5559
8.820003,2.0982382,5579
8.820003,1.5790428,5605
8.820003,1.1907417,5637
8.820003,1.0621134,5668
8.820003,1.0621134,5699
8.820003,1.4519681,5728
8.820003,1.8417729,5751
8.820003,2.2314856,5770
8.820003,2.620999,5789
8.820003,3.0099633,5809
8.820003,3.3961134,5829
8.818008,3.6057496,5849
8.6678505,3.7860124,5870
8.29994,3.8200054,5890
7.911453,3.8200054,5910
7.652812,3.8200054,5929
7.4372644,3.8200054,5947
7.0579224,3.7295372,5963
6.6785808,3.6390693,5978
6.2992387,3.5486012,5994
6.046344,3.488289,6010
5.8168564,3.3661063,6027
5.540323,3.161723,6044
5.1739936,3.0279777,6062
4.8076644,2.8942325,6081
4.477922,2.8200498,6104
4.298468,2.7602587,6134
4.152154,2.4439654,6164
4.0802493,2.0606713,6192
4.0083447,1.677377,6222
3.9124718,1.1663179,6246
3.5254235,1.1185845,6269
3.1383753,1.0708511,6295
2.7513273,1.0231175,6322
2.364279,0.9753842,6354
1.9772308,0.9276507,6385
1.5901827,0.87991726,6414
1.2031345,0.83218384,6442
1.0741185,0.8200123,6472
1.0741185,0.8200123,6512
1.0741185,0.8200123,6542
1.3341055,0.8200123,6571
1.7182335,0.8748656,6601
2.1019583,0.9444356,6631
2.4856832,1.0140055,6661
2.866495,1.0980729,6689
3.2473066,1.1799785,6717
3.5733604,1.1799785,6746
3.738366,1.2735654,6772
3.8200047,2.3773456,7077
3.8200047,2.3773456,7102
3.8200047,2.3773456,7425
3.8200047,2.3773456,7454
3.8200047,1.987365,7483
3.8200047,1.728316,7510
3.8200047,1.4046203,7537
3.7145758,1.2511791,7560
3.3813515,1.173994,7585
2.9917727,1.1799957,7614
2.6024182,1.1799957,7643
2.21364,1.1799957,7670
1.8268785,1.1799957,7699
1.6995784,1.1799957,7728
1.6995784,1.1799957,7756
1.396374,1.1842785,7781
1.2285501,1.311925,7808
1.1799916,1.6660849,7836
1.1799916,2.0539403,7862
1.1799916,2.309894,7890
1.1799916,2.309894,7916
1.1799916,2.309894,7942
1.1799916,2.309894,7968
1.1887629,2.6197875,7994
1.1887629,2.6197875,8331
1.1887629,2.6197875,8359
1.1887629,2.6197875,8386
1.1887629,2.6197875,8414
1.4505509,2.8385751,8442
1.8097461,2.990442,8471
2.1674764,3.079961,8498
2.555348,3.0799906,8525
3.069997,3.1200185,8553
3.4548402,3.1799846,8578
3.8135817,3.027049,8602
4.172323,2.8741136,8625
4.5610285,2.8426032,8647
4.949734,2.820008,8666
5.3365455,2.820008,8683
5.6512666,2.7979183,8711
5.907062,2.5145354,8741
6.146576,2.2067733,8766
6.3865013,1.8993313,8794
6.706397,1.4894053,8820
6.9463196,1.1819607,8836
7.1062675,0.97699773,8852
7.1062675,0.97699773,8869
7.1062675,0.97699773,8884
7.1062675,1.3669783,8900
7.1376805,1.755054,8915
7.179988,2.2710943,8931
7.179994,2.6601892,8948
7.179994,3.0481842,8964
7.179994,3.3045633,8982
