posx,posz,time
22.0,22.0,1341
22.0,22.0,1475
22.091919,22.091919,1489
22.555695,21.856792,1502
22.903526,21.680447,1514
23.232124,21.294764,1526
23.444777,20.967865,1669
23.444777,20.967865,1816
23.444777,20.967865,1827
23.444777,20.967865,1855
23.444777,20.967865,1870
23.834759,20.967865,1884
23.850382,20.906075,1897
23.815659,20.780806,1910
24.020235,20.448792,1923
24.293003,20.006105,1936
24.275324,19.87732,1948
24.122076,19.6673,1958
24.122076,19.6673,1968
24.122076,19.6673,1978
24.122076,19.6673,2118
24.122076,19.6673,2687
24.122076,19.6673,2696
24.122076,19.6673,2705
24.122076,20.05728,2717
24.479742,20.342703,2730
24.83741,20.498135,2743
25.195078,20.653564,2756
25.420008,20.972141,2770
25.719912,21.396912,2783
25.944841,21.71549,2796
26.244747,22.14026,2809
26.469675,22.458838,2820
26.76958,22.883608,3487
26.76958,22.883608,3496
26.76958,22.883608,3505
26.76958,22.883608,3603
26.76958,22.883608,4019
26.76958,22.883608,4031
26.76958,22.883608,4043
26.3796,22.883608,4051
26.166042,23.26453,4058
25.887491,24.534271,4140
25.752064,25.036299,4147
25.650492,25.41282,4155
25.546991,25.788815,4163
25.40899,26.290142,4172
25.270992,26.79147,4180
25.20199,27.042133,4188
25.20199,27.042133,4287
25.20199,27.042133,5128
25.20199,27.042133,5140
25.340324,26.540897,5155
25.478659,26.039663,5171
25.547825,25.789045,5335
25.547825,25.789045,6010
25.547825,25.789045,6021
25.547825,25.789045,6040
25.937805,25.789045,6052
26.192705,26.08419,6063
26.532572,26.477716,6074
26.702505,26.67448,6086
26.97227,26.956104,6098
27.152113,27.143854,6110
27.426119,27.421352,6123
27.60879,27.606352,6134
27.884031,27.882624,6146
28.067526,28.066807,6288
28.067526,28.066807,7003
28.067526,28.066807,7015
28.067526,28.066807,7037
27.547552,28.066807,7048
27.172943,28.175219,7061
26.78347,28.179995,7074
26.394354,28.179995,7087
25.877571,28.179995,7100
25.53503,28.179995,7113
25.349548,28.204018,7254
25.349548,28.204018,7272
25.349548,28.204018,7285
25.349548,28.204018,7428
25.349548,28.204018,7909
25.349548,28.204018,7917
25.349548,28.204018,7926
25.724812,28.175095,7934
26.096434,27.872366,7942
26.418663,27.464272,7952
26.660334,27.1582,7961
26.83775,26.678415,7969
26.970299,26.175623,7977
27.137365,25.547493,7986
27.271011,25.044989,7995
27.337835,24.793736,8004
27.337835,24.793736,8122
27.337835,24.793736,8793
27.337835,24.793736,8805
27.337835,24.793736,8819
27.727816,24.793736,8833
27.626255,24.675514,8847
27.410408,24.202457,8861
27.248522,23.847666,8874
27.032675,23.374607,8888
26.773094,22.924974,8901
26.568617,22.5929,8914
26.29598,22.150133,8925
26.023346,21.707365,8937
25.546232,20.932524,9081
25.546232,20.932524,9777
25.546232,20.932524,9790
25.546232,20.932524,9803
25.15625,20.932524,9816
24.809834,21.111631,9829
24.347942,21.350443,9841
23.962296,21.408413,9854
23.4481,21.48571,9867
23.12561,21.704996,9880
22.695627,21.997377,9893
22.480637,22.14357,9907
22.134779,22.323755,9920
20.98192,22.92438,10079
20.98192,22.92438,10814
