posx,posz,time
1.0,4.0,3775
1.0,4.0,5107
1.0,4.0,5260
1.0,4.0,5370
1.259987,4.0,5473
1.6493974,3.9827914,5564
2.0385435,3.9572968,5650
2.4277,3.931959,5739
2.8168564,3.9066198,5843
3.2060127,3.8812807,5935
3.5951693,3.8559415,6036
3.895402,4.1048293,6132
4.195635,4.353717,6223
4.3957896,4.5196424,6304
4.6960225,4.76853,6388
4.896178,4.934455,7309
4.896178,4.934455,7385
4.896178,4.934455,8513
4.896178,4.934455,8615
4.6361904,4.934455,8717
4.449775,5.1882463,8829
4.3570757,5.567049,8914
4.264376,5.945852,9018
4.1716766,6.3246546,9104
4.078977,6.7034574,9185
3.9862773,7.08226,9272
3.8935776,7.461063,9372
3.661797,7.5788383,9473
3.3141265,7.7555013,9561
2.9664557,7.932164,9651
2.618785,8.108828,9740
2.409754,8.179941,9836
2.2538984,8.282222,9935
2.1717963,8.615459,10046
2.1799974,9.005327,10158
2.1799974,9.3951645,10254
2.1799974,9.654996,10354
2.1799974,10.044507,10438
2.1799974,10.432628,11794
2.1799974,10.432628,11905
2.1799974,10.432628,12010
2.1799974,10.822608,12107
2.568981,10.827724,12205
2.9588685,10.820002,12292
3.218776,10.820002,12378
3.608383,10.820002,12465
3.992725,10.886078,12554
4.3770666,10.952155,12639
4.761409,11.018231,12728
5.1457505,11.084308,12811
5.5300922,11.150385,12895
5.914434,11.216461,12980
6.298776,11.282537,13068
6.5550036,11.326589,13153
6.939346,11.392665,13244
7.3236876,11.458742,13336
7.4518013,11.480767,13430
7.4518013,11.480767,21394
7.4518013,11.480767,21518
7.4518013,11.870748,21606
7.4518013,12.390721,21716
7.4518013,12.780703,23068
7.4518013,12.780703,27196
7.4518013,12.780703,27298
7.5212626,12.396957,27395
7.590724,12.013213,27495
7.637031,11.757383,28752
7.637031,11.757383,30318
7.637031,11.757383,30416
7.637031,11.757383,30503
7.247051,11.757383,30590
6.9790907,12.040725,30674
6.7111306,12.324065,30758
6.5324903,12.5129595,30847
6.26453,12.796301,30937
5.99657,13.079641,31034
5.72861,13.362983,31128
5.46065,13.646324,31222
5.19269,13.929665,31319
5.01405,14.118559,31421
4.74609,14.4019,31518
4.47813,14.685241,31612
4.21017,14.968582,31712
4.0315294,15.157476,31811
3.7501395,15.4274845,31908
3.4687493,15.697493,32003
3.2811556,15.877498,32100
2.9997654,16.147505,32195
2.7161715,16.415197,32283
2.4325776,16.68289,32371
2.1489837,16.950583,32466
1.7593633,16.96734,32565
1.369743,16.984098,32664
1.2398696,16.989683,33735
1.2398696,16.989683,33826
1.2398696,16.989683,35073
1.2398696,16.989683,41149
1.2398696,16.989683,41264
1.5861074,17.169138,41373
1.5861074,17.169138,43029
1.5861074,17.169138,43153
1.5861074,16.779158,43260
1.3934953,16.440063,43365
1.2008833,16.100967,43470
1.0082712,15.761873,43570
1.1089797,15.38512,43660
1.2096883,15.008368,43747
1.3103968,14.631616,43835
1.3775357,14.380446,43940
1.4782442,14.003694,44048
1.5789528,13.626942,44152
1.6796613,13.250189,44247
1.7969164,12.878454,44352
1.9223917,12.509211,44459
2.0478404,12.139958,44562
2.1732888,11.770705,44674
2.2569213,11.524537,44779
2.3324738,11.141946,44895
2.0692167,10.854229,45008
2.0266929,10.466575,45119
1.9841691,10.078919,45230
2.020016,9.730095,45331
2.020016,9.346627,45431
2.020016,8.970532,45540
2.020016,8.732501,45652
2.020016,8.451806,45758
2.018068,8.295086,45865
1.9227605,8.113499,45997
1.8750584,8.075813,47630
1.8750584,8.075813,51685
1.8750584,8.075813,51796
2.1108792,7.966352,51879
2.2717168,7.611083,51967
2.7006176,6.663699,53387
2.7006176,6.663699,53502
3.029377,6.453933,53606
3.3581364,6.2441664,53709
3.6868958,6.0343995,53810
3.9060688,5.894555,53912
4.234828,5.684788,54010
4.5635877,5.475022,54121
4.892347,5.265255,54201
5.0970182,4.9332995,54286
5.3016896,4.601344,54384
5.5063605,4.2693887,54486
5.6428084,4.048085,54591
5.84748,3.7161295,54687
6.0521507,3.384174,54783
6.256822,3.0522187,54894
5.867178,3.0360296,54987
5.4775333,3.0198407,55105
5.2177706,3.009048,56304
5.2177706,3.009048,56404
5.2177706,3.009048,58057
5.2177706,3.009048,59894
5.2177706,3.009048,60002
5.474496,2.9679954,60103
5.8595843,2.9064167,60197
6.1163096,2.8653643,60297
5.9586835,3.2220697,60408
5.8535995,3.4598734,60506
5.6959734,3.816579,60598
5.5383477,4.1732845,60684
5.3807216,4.52999,60775
5.2230954,4.886696,60866
5.1077313,5.1196856,60970
4.934685,5.4691706,61076
4.7616386,5.8186555,61168
4.588592,6.1681404,61260
4.415546,6.5176253,61346
4.2424994,6.8671103,61435
4.1271353,7.1001005,61531
3.954089,7.4495854,61630
3.6046855,7.622796,61726
3.2552822,7.796007,61821
2.9058788,7.9692183,61917
2.672943,8.084692,62018
2.4595664,8.179942,62115
2.0892632,8.293768,62208
2.0604825,8.682685,62306
2.1243675,8.569473,62404
2.1243675,8.569473,62507
2.1243675,8.569473,63956
2.1243675,8.569473,64053
2.1243675,8.959454,64149
2.1467898,9.348788,64247
2.161738,9.608346,64345
2.1799943,9.997681,64443
