posx,posz,time
2.0,1.0,2397411
2.0,1.0,2398461
1.6462842,1.1642251,2398525
1.354041,1.2016577,2398589
1.163507,1.4760324,2398655
1.0891,1.7251445,2398718
0.9774894,2.0988126,2398788
0.8658788,2.4724808,2398852
0.8658788,2.4724808,2399803
0.8658788,2.4724808,2399870
0.8658788,2.4724808,2399942
0.8658788,2.4724808,2400016
1.0983438,2.588899,2400087
1.3761032,2.8027642,2400159
1.7347515,2.9559183,2400225
2.0933998,3.0799608,2400298
2.481461,3.079991,2400372
2.8681095,3.079991,2400455
3.2529097,3.1433432,2400534
3.5103798,3.1799,2400613
3.7473176,3.0728776,2400692
4.102724,2.9123442,2400773
4.480495,2.8399725,2400852
4.8694477,2.820007,2400934
5.2571473,2.820007,2401013
5.5827866,2.820007,2401087
5.850797,2.5815961,2401164
6.0109773,2.3768141,2401242
6.251247,2.069641,2401319
6.4915166,1.7624681,2401398
6.7317863,1.4552951,2401476
6.972056,1.1481221,2401544
7.1322355,0.94334006,2401611
7.1322355,0.94334006,2401688
7.150475,1.2026864,2401761
7.1778345,1.591706,2401832
7.179993,1.9804816,2401911
7.179993,2.3673046,2401988
7.1799936,2.7562346,2402064
7.1799936,3.0148335,2402140
7.1799936,3.3979676,2402218
7.1816387,3.6013267,2402292
7.3719454,3.8072083,2402366
7.753163,3.820005,2402440
8.012785,3.820005,2402523
8.27191,3.8200047,2402600
8.601573,3.8193412,2402673
8.80487,3.635227,2402745
8.854429,3.2489245,2402818
8.897583,2.861339,2402961
8.897583,2.861339,2403046
9.061598,3.2151523,2403123
9.179947,3.5414145,2403197
9.278331,3.7641528,2403269
9.278331,3.7641528,2403337
9.367359,3.858875,2403398
9.367359,3.858875,2403460
9.367359,3.858875,2403524
9.627181,3.858875,2403596
9.627181,3.858875,2403662
9.627181,3.858875,2403734
9.627181,3.858875,2403806
9.627181,3.858875,2404748
9.627181,3.858875,2404820
9.237201,3.858875,2404887
9.197988,3.6263475,2404954
9.172595,3.2497554,2405020
9.179997,2.8599436,2405090
9.179997,2.4701505,2405154
9.179997,2.080462,2405224
9.179997,1.6910056,2405288
9.179997,1.3022352,2405355
9.179997,1.0445863,2405421
9.179997,1.0445863,2405488
9.179997,1.0445863,2405552
9.179997,1.4345669,2405620
9.099058,1.8160554,2405689
9.018118,2.197544,2405758
8.947529,2.5810828,2405829
8.90047,2.8367753,2405898
8.829881,3.220314,2405966
8.820041,3.5579584,2406034
8.739424,3.7246947,2406106
8.426994,3.8215508,2406172
8.037922,3.8200057,2406240
7.649601,3.820006,2406297
7.434699,3.8200057,2406368
7.1569805,3.5977464,2406434
6.992208,3.3966413,2406502
7.0520024,3.0784237,2406570
7.123093,2.9695914,2406640
7.123093,2.9695914,2407682
7.123093,2.9695914,2407752
6.863106,2.9695914,2407816
6.4773164,2.9230976,2407881
6.0936227,2.8533568,2407948
5.8378267,2.8068628,2408020
5.4614077,2.8392951,2408080
5.072608,2.8200078,2408140
4.8141165,2.8200078,2408200
4.452907,2.9356406,2408264
4.103622,3.1090899,2408329
3.7147877,3.1389687,2408397
3.3259535,3.1688476,2408465
2.961101,3.1574202,2408533
2.6840415,3.0730703,2408602
2.3058527,2.977897,2408679
1.9276639,2.8827236,2408753
1.6755381,2.8200245,2408830
1.4610807,2.8200245,2408906
1.3311225,2.7777157,2408980
1.1705433,2.5531604,2409056
1.179992,2.1645923,2409126
1.179992,1.7784255,2409201
1.179992,1.6519191,2409277
1.179992,1.6519191,2417127
1.179992,1.6519191,2417262
1.179992,1.6519191,2417341
1.179992,1.6519191,2417435
1.179992,1.6519191,2418643
1.179992,1.6519191,2424821
1.179992,1.6519191,2424911
1.179992,1.6519191,2424997
1.179992,2.0418997,2425079
1.179992,2.2980611,2425165
1.1849697,2.6090648,2425250
1.1849697,2.6090648,2426461
1.1849697,2.6090648,2426548
1.1849697,2.6090648,2426641
1.1849697,2.6090648,2426729
1.3166907,2.779475,2426816
1.6755877,2.9320455,2426892
2.0344846,3.079961,2426978
2.153564,3.079961,2427061
2.153564,3.079961,2427147
2.153564,3.079961,2428360
2.153564,3.079961,2428446
2.5435445,3.079961,2428531
2.929826,3.099781,2428610
3.3152595,3.15916,2428692
3.572215,3.1799848,2428773
3.8320777,3.179997,2428858
4.2217865,3.179997,2428939
4.6112924,3.179997,2429022
5.0002303,3.179997,2429090
5.386177,3.179997,2429165
5.5918245,3.179997,2429241
5.7213407,3.2564912,2429333
5.8246136,3.5611365,2429412
5.8246136,3.5611365,2429501
5.8246136,3.5611365,2429590
5.8246136,3.8211236,2429678
6.077155,3.8893416,2429761
6.4559665,3.7966785,2429853
6.8347783,3.7040155,2429937
7.09274,3.7364023,2430027
7.437813,3.8326712,2430114
7.8273797,3.8200045,2430205
8.216484,3.8200047,2430291
8.452309,3.8200047,2430383
8.623964,3.7976723,2430466
8.7920065,3.6567273,2430553
8.822418,3.285042,2430633
8.820003,2.895192,2430719
8.820003,2.5053926,2430802
8.820003,2.1156912,2430893
8.820003,1.7262039,2430986
8.820003,1.466827,2431069
8.820003,1.0793451,2431151
8.820003,1.0793451,2431245
8.820003,1.0793451,2441843
8.820003,1.0793451,2441925
8.820003,1.0793451,2441995
8.820003,1.0793451,2442069
8.820003,1.0793451,2449344
8.820003,1.0793451,2449423
8.820003,1.0793451,2449503
8.820003,1.0793451,2450429
8.820003,1.0793451,2450501
8.820003,1.0793451,2450574
8.820003,1.0793451,2460582
8.820003,1.0793451,2460663
8.820003,1.0793451,2460734
8.820003,1.0793451,2460806
8.820003,1.0793451,2460876
8.820003,1.0793451,2460944
8.820003,1.0793451,2461008
8.820003,1.0793451,2461074
8.820003,1.0793451,2461143
8.820003,1.0793451,2461218
8.820003,1.0793451,2461289
8.820003,1.0793451,2461360
8.820003,1.0793451,2461430
8.820003,1.0793451,2461500
8.820003,1.0793451,2461569
8.820003,1.0793451,2461636
8.820003,1.0793451,2461698
8.820003,1.0793451,2461760
8.820003,1.0793451,2461828
8.820003,1.0793451,2461897
8.820003,1.0793451,2461968
8.820003,1.0793451,2462038
8.820003,1.0793451,2462109
8.820003,1.0793451,2462180
8.820003,1.0793451,2462250
8.820003,1.0793451,2462324
8.820003,1.0793451,2462389
8.820003,1.0793451,2462457
8.820003,1.0793451,2462529
8.820003,1.0793451,2462600
8.820003,1.0793451,2462665
8.820003,1.0793451,2462735
8.820003,1.0793451,2462802
8.820003,1.0793451,2462869
8.820003,1.0793451,2462938
8.820003,1.0793451,2463006
8.820003,1.0793451,2463079
8.820003,1.0793451,2463156
8.820003,1.0793451,2463234
8.820003,1.0793451,2463307
8.820003,1.0793451,2463382
8.820003,1.0793451,2463451
8.820003,1.0793451,2463521
8.820003,1.0793451,2463582
8.820003,1.0793451,2463653
8.820003,1.0793451,2463727
8.820003,1.0793451,2463805
8.820003,1.0793451,2463880
8.820003,1.0793451,2463953
8.820003,1.0793451,2464029
8.820003,1.0793451,2464101
8.820003,1.0793451,2464175
8.820003,1.0793451,2464250
8.820003,1.0793451,2464320
8.820003,1.0793451,2464391
8.820003,1.0793451,2464464
8.820003,1.0793451,2464542
8.820003,1.0793451,2464616
8.820003,1.0793451,2464692
8.820003,1.0793451,2464764
8.820003,1.0793451,2464840
8.820003,1.0793451,2464914
8.820003,1.0793451,2464992
8.820003,1.0793451,2465070
8.820003,1.0793451,2465147
8.820003,1.0793451,2465219
8.820003,1.0793451,2465298
8.820003,1.0793451,2465371
8.820003,1.0793451,2465445
8.820003,1.0793451,2465520
8.820003,1.0793451,2465595
8.820003,1.0793451,2465671
8.820003,1.0793451,2474455
8.820003,1.0793451,2474542
8.820003,1.0793451,2474623
8.820003,1.0793451,2474702
8.820003,1.0793451,2485496
8.820003,1.0793451,2485575
8.820003,1.0793451,2485646
8.820003,1.0793451,2485722
8.820003,1.0793451,2485798
8.820003,1.0793451,2485875
8.820003,1.0793451,2485956
8.820003,1.0793451,2486039
8.820003,1.0793451,2486115
8.820003,1.0793451,2486188
8.820003,1.0793451,2486263
8.820003,1.0793451,2486340
8.820003,1.0793451,2486414
8.820003,1.0793451,2486495
8.820003,1.0793451,2486575
8.820003,1.0793451,2486653
8.820003,1.0793451,2486735
8.820003,1.0793451,2486810
8.820003,1.0793451,2486886
8.820003,1.0793451,2486969
8.820003,1.0793451,2487052
8.820003,1.0793451,2487134
8.820003,1.0793451,2487216
8.820003,1.0793451,2487295
8.820003,1.0793451,2487375
8.820003,1.0793451,2487455
8.820003,1.0793451,2487531
8.820003,1.0793451,2487608
8.820003,1.0793451,2487680
8.820003,1.0793451,2487753
8.820003,1.0793451,2487829
8.820003,1.0793451,2487905
8.820003,1.0793451,2487982
8.820003,1.0793451,2488049
8.820003,1.0793451,2488125
8.820003,1.0793451,2488187
8.820003,1.0793451,2488248
8.820003,1.0793451,2488329
8.820003,1.0793451,2488408
8.820003,1.0793451,2488472
8.820003,1.0793451,2488539
8.820003,1.0793451,2488617
8.820003,1.0793451,2488693
8.820003,1.0793451,2488774
8.820003,1.0793451,2488854
8.820003,1.0793451,2488938
8.820003,1.0793451,2489017
8.820003,1.0793451,2489090
8.820003,1.0793451,2489174
8.820003,1.0793451,2489260
8.820003,1.0793451,2489344
8.820003,1.0793451,2489430
8.820003,1.0793451,2489510
8.820003,1.0793451,2489593
8.820003,1.0793451,2489671
8.820003,1.0793451,2489749
8.820003,1.0793451,2489820
8.820003,1.0793451,2489897
8.820003,1.0793451,2489976
8.820003,1.0793451,2490049
8.820003,1.0793451,2490113
8.820003,1.0793451,2490191
