posx,posz,time
1.0,1.0,53
1.0,1.0,233
1.0,1.0,251
1.0,1.0,267
1.3899806,1.0,282
1.5678537,1.3470532,297
1.6864358,1.578422,311
1.9493814,1.8664228,326
2.2123268,2.1544235,340
2.4752722,2.4424243,354
2.6505692,2.6344247,368
2.924462,2.9120352,381
3.2896523,3.2821825,396
3.5635452,3.5597928,410
3.838971,3.8358824,424
4.1143966,4.111972,437
4.481631,4.4800916,450
4.757056,4.7561812,464
4.9406734,4.940241,611
4.9406734,4.940241,623
4.9406734,4.940241,786
4.9406734,4.940241,801
4.550693,4.940241,816
4.4527726,5.317728,829
4.3548527,5.695215,843
4.2242928,6.198531,857
4.1263723,6.5760183,871
4.0284524,6.953505,885
3.9305325,7.330992,899
3.5504138,7.633862,913
3.2029355,7.8109026,927
2.8554568,7.987943,941
2.6238043,8.10597,955
2.4140575,8.179941,970
2.2606013,8.27546,983
2.1721725,8.601235,997
2.1799977,8.991106,1012
2.1799977,9.380945,1026
2.1799977,9.770665,1041
2.1799977,10.41856,1211
2.1799977,10.41856,1384
2.1799977,10.41856,1398
2.1799977,10.41856,1413
2.1799977,10.80854,1429
2.568627,10.906101,1443
2.9572568,10.873668,1458
3.3458862,10.841235,1472
3.6049726,10.820008,1487
3.6049726,10.820008,1505
3.6049726,10.820008,1520
3.994953,10.820008,1536
3.9106658,11.200771,1549
3.7725186,11.565464,1564
3.5883224,12.05172,1578
3.4501753,12.416411,1592
3.3120282,12.781103,1605
3.173881,13.145795,1618
2.989685,13.6320505,1631
2.965115,14.021256,1645
2.9405453,14.410462,1659
2.9077857,14.929403,1674
2.8832157,15.318609,1687
2.858646,15.707815,1701
2.8340762,16.097021,1715
2.5774171,16.390636,1730
2.3207579,16.684254,1744
2.0640986,16.97787,1759
1.7193339,17.05568,1773
1.2009106,17.01555,1788
1.2009106,17.01555,1948
1.2009106,17.01555,1962
1.2009106,17.01555,2133
1.557679,17.173035,2148
1.557679,17.173035,2321
1.557679,17.173035,2335
1.557679,17.173035,2351
1.557679,16.783054,2366
1.3706641,16.44084,2380
1.1836492,16.098627,2394
0.934296,15.642342,2408
0.91970956,15.252634,2423
0.9051231,14.8629265,2437
0.89053667,14.473219,2452
0.8759502,14.083511,2466
0.85650164,13.563901,2480
0.84191513,13.174193,2495
0.8273287,12.784486,2509
0.82000375,12.394791,2523
0.8200038,11.875853,2538
1.0410094,11.554541,2552
1.262015,11.233229,2567
1.4093521,11.019021,2582
1.6793295,10.781076,2596
1.8316038,10.532466,2611
1.8258513,10.144314,2626
1.9797431,10.024252,2640
2.020016,9.67407,2654
2.020016,9.165044,2669
2.020016,8.797561,2683
2.020016,8.50316,2696
2.0200162,8.322945,2710
1.9075135,8.099807,2730
2.1348863,7.9737325,2744
2.2905502,7.616166,2758
2.7056541,6.6626563,2925
2.7056541,6.6626563,2938
3.0342796,6.45268,2952
3.3629048,6.2427034,2965
3.6915302,6.032727,2979
4.0201554,5.82275,2992
4.3487806,5.6127734,3006
4.6774063,5.402797,3019
4.8964896,5.2628126,3033
5.100901,4.930697,3047
5.3053126,4.598582,3060
5.509724,4.266466,3073
5.782273,3.8236454,3087
5.9866843,3.49153,3100
6.191096,3.1594143,3114
5.804562,3.1076813,3128
5.2891836,3.038704,3142
5.2891836,3.038704,3298
5.2891836,3.038704,3312
5.2891836,3.038704,3481
5.6718183,2.9633684,3496
6.054453,2.8880332,3510
6.012882,3.2143252,3525
5.8474226,3.5674653,3538
5.681963,3.9206052,3552
5.516503,4.273745,3565
5.351043,4.626885,3578
5.240737,4.862312,3592
5.0671363,5.211522,3605
4.893536,5.560732,3619
4.719936,5.909942,3633
4.5463357,6.2591524,3646
4.3148685,6.724766,3660
4.1412683,7.073976,3673
3.9676678,7.4231863,3686
3.6200178,7.5998898,3699
3.2723675,7.776593,3712
2.9247172,7.953296,3726
2.577067,8.13,3739
2.3686285,8.190286,3753
2.2000372,8.357283,3767
2.1780436,8.8635645,3780
2.1799974,9.253422,3793
2.1799974,9.643194,3807
2.1799974,10.03272,3821
2.1799974,10.42095,3990
2.1799974,10.42095,4002
2.1799974,10.42095,4016
2.1799974,10.81093,4030
2.5685802,10.907935,4045
2.957163,10.874947,4059
3.3457458,10.841958,4073
3.6043055,10.820008,4087
