posx,posz,time
3.0,41.0,45865229
3.0,41.0,45867027
3.0,41.0,45867158
2.7400131,41.0,45867289
2.3545673,40.9407,45867415
1.9691216,40.8814,45867544
1.7121577,40.84187,45867668
1.4838079,40.82004,45867780
1.4838079,40.82004,45869633
1.4838079,40.82004,45869769
1.4838079,40.82004,45869903
1.7437949,40.82004,45870029
2.133755,40.82,45870161
2.5237036,40.82,45870291
2.9136274,40.82,45870419
3.173543,40.820004,45870551
3.5632179,40.820004,45870682
3.9531884,40.82,45870809
4.343156,40.82,45870937
4.733119,40.82,45871066
4.9930897,40.82,45871194
5.3830338,40.820004,45871324
5.7729464,40.820004,45871450
6.1627545,40.820004,45871580
6.5214667,40.820004,45871705
6.6293073,40.811737,45873584
6.6293073,40.811737,45873708
6.6293073,40.811737,45873859
6.6293073,40.811737,45873983
6.2430677,40.82476,45874101
5.8702555,40.939198,45874219
5.497443,41.053635,45874332
5.248902,41.12993,45874456
5.0003605,41.20622,45874576
4.610656,41.220886,45874695
4.2209516,41.235554,45874816
3.8312469,41.250217,45874945
3.5714438,41.26,45875045
3.3116407,41.269775,45875162
2.947037,41.408154,45875293
2.5824335,41.546535,45875419
2.3393643,41.63879,45875546
1.9752891,41.77855,45875675
1.6114783,41.919,45875792
1.2476679,42.059452,45875906
1.0051273,42.153084,45877333
1.0051273,42.153084,45877444
1.0051273,42.153084,45879139
1.0051273,42.153084,45879255
1.2651143,42.153084,45879379
1.4689469,42.402367,45879510
1.5797057,42.776287,45879639
1.6904645,43.15021,45879766
1.8373399,43.364735,45879893
2.0576527,43.68652,45880021
2.2779658,44.00831,45880148
2.4982784,44.330097,45880266
2.645154,44.54462,45880398
2.8846617,44.852386,45880525
3.1241693,45.160156,45880648
3.363677,45.467922,45880779
3.683021,45.87828,45882681
3.683021,45.87828,45884549
3.683021,45.87828,45884681
3.683021,45.87828,45884800
3.943008,45.87828,45884914
3.9180486,46.26746,45885036
3.8930893,46.656643,45885155
3.86813,47.045822,45885276
3.8514905,47.305275,45885409
3.8265312,47.694458,45885540
3.8129973,48.050354,45885667
3.9584248,48.14793,45885791
4.0336156,48.345917,45885923
4.0200157,49.785168,45887803
4.0200157,49.785168,45887936
4.0200157,49.785168,45888070
4.0200157,50.045155,45888198
3.860349,50.40095,45888330
3.8180296,50.60605,45888467
3.6805143,50.7772,45888591
3.4489825,50.820217,45888724
3.0598657,50.820007,45888854
2.6726735,50.820007,45888983
2.6726735,50.820007,45889113
2.6726735,50.820007,45889244
2.282693,50.820007,45889377
2.1694238,50.50674,45889502
2.1799912,50.118694,45889636
2.1799912,50.118694,45889766
2.1799912,50.118694,46013950
2.1799912,50.118694,46014087
2.1799912,49.728714,46014201
2.1799912,49.728714,46014323
2.1799953,49.988358,46014450
2.1799953,50.376625,46014569
2.1799953,50.59024,46014685
2.2938504,50.757168,46014795
